12.083333,19.0,29.055555,31.166666,15.888889,10.972222,6.361111,5.25,25.0,24.027779,27.194445,27.61111,24.944445,10.694445,6.9444447,10.5,78.138885,38.61111,13.916667,13.472222,7.888889,5.7222223,13.888889,53.38889,48.194443,23.083334,13.666667,14.138889,7.8333335,12.25,17.38889,32.305557,9.722222,12.861111,14.805555,19.722221,25.583334,34.194443,19.11111,12.083333,42.27778,26.055555,22.916666,27.472221,29.916666,14.25,10.111111,15.972222,125.916664,43.63889,8.75,7.2222223,6.25,5.9166665,12.833333,58.88889,45.194443,23.5,14.055555,28.777779,23.5,24.5,20.63889,28.11111,2.25,2.8055556,3.9444444,5.8055553,43.52778,105.44444,57.194443,7.8333335,29.083334,5.111111,6.9722223,13.277778,20.11111,44.444443,69.80556,47.194443,114.666664,50.555557,17.305555,7.7222223,4.0555553,12.138889,35.555557,53.27778,40.75,36.02778,31.5,40.805557,18.527779,17.472221,17.277779,13.305555,7.4722223,4.5555553,3.6111112,3.3333333,23.972221,100.888885,102.916664,14.916667,6.4444447,2.1388888,2.0833333,1.4444444,6.1944447,78.52778,130.44444,61.194443,15.305555,8.944445,6.0,8.388889,14.666667,69.05556,112.833336,48.416668,24.277779,14.222222,14.194445,26.194445,15.5,34.055557,39.166668,29.055555
9.222222,11.888889,14.444445,11.277778,31.277779,33.166668,8.5,3.8888888,33.77778,12.166667,5.8333335,19.444445,67.888885,38.944443,8.722222,5.2222223,117.388885,33.055557,3.3333333,8.666667,43.0,8.722222,2.7777777,15.944445,15.222222,4.3333335,5.388889,26.833334,89.888885,15.388889,1.8888888,5.7222223,12.222222,55.0,70.888885,25.222221,16.166666,16.833334,3.1111112,2.9444444,42.11111,20.11111,34.666668,81.44444,94.77778,25.777779,8.166667,7.7777777,125.44444,34.38889,5.0555553,16.333334,55.833332,7.8333335,3.3888888,22.444445,25.055555,4.111111,3.6666667,29.944445,97.611115,26.222221,9.722222,14.333333,30.222221,34.72222,55.27778,19.222221,6.7222223,7.2777777,20.166666,46.944443,37.666668,12.888889,24.61111,30.944445,26.0,12.277778,69.27778,90.333336,101.333336,8.944445,4.5,9.166667,30.5,20.333334,41.055557,106.27778,18.38889,3.3888888,6.0555553,12.555555,48.055557,46.833332,53.944443,54.77778,56.72222,8.0,6.111111,18.222221,12.555555,4.1666665,10.944445,41.38889,57.0,13.055555,8.888889,3.4444444,2.0555556,2.2777777,25.444445,104.44444,22.222221,6.388889,4.611111,5.3333335,7.3333335,21.88889,55.72222,78.5,10.722222,9.166667,7.5,13.777778,13.277778,23.61111,54.22222,40.61111
34.134327,25.104477,13.253732,18.238806,17.059702,6.641791,4.9104476,12.358209,123.970146,90.58209,9.477612,4.1791043,1.7462686,1.5074627,2.716418,21.0,106.268654,81.791046,9.791045,8.686567,16.761194,16.671642,8.522388,17.865671,16.656717,10.626865,9.164179,19.97015,35.358208,34.208954,22.61194,7.6119404,28.522388,28.895523,12.223881,18.895523,21.432837,10.985075,9.776119,14.179105,101.50746,109.9403,24.895523,8.477612,5.328358,3.358209,5.3134327,13.477612,137.22388,120.910446,12.0,7.970149,10.776119,6.522388,2.5373135,15.4925375,30.22388,13.910448,13.19403,34.77612,48.761192,25.283583,9.134328,7.0597014,20.38806,11.089552,7.7014923,12.402985,21.686567,18.104477,15.746268,23.283583,108.850746,21.61194,7.044776,6.0895524,8.417911,8.656716,15.5074625,63.373135,139.71642,28.462687,2.8208954,5.358209,9.597015,8.582089,6.283582,73.22388,32.28358,8.417911,6.9850745,28.686567,54.358208,34.53731,14.313433,13.402985,20.38806,9.179105,5.9104476,8.029851,19.059702,14.462687,13.313433,18.343283,93.61194,32.238808,4.223881,3.402985,8.19403,9.925373,11.537313,36.50746,137.14925,55.49254,6.522388,6.4626865,5.4925375,5.597015,4.1641793,29.119404,24.716417,12.298508,13.313433,36.358208,32.47761,19.955223,10.164179,8.522388
19.410257,12.307693,13.153846,32.410255,21.923077,12.615385,15.871795,17.25641,69.4359,23.97436,10.025641,13.564102,7.769231,4.5641026,16.410257,74.589745,50.410255,9.410256,9.051282,21.923077,13.564102,10.923077,25.02564,85.666664,13.179487,7.4358974,17.25641,65.35897,34.692307,12.846154,12.051282,25.23077,35.76923,14.538462,13.692307,24.897436,40.384617,27.102564,12.307693,13.846154,122.28205,24.794872,6.0,7.4871793,7.6923075,7.3076925,18.384615,93.84615,44.076923,7.5641026,14.282051,77.07692,68.17949,23.692308,25.717949,63.410255,12.0,5.025641,23.615385,79.07692,35.666668,14.0,34.179485,47.23077,32.846153,9.102564,10.410256,16.641026,32.0,33.205128,18.153847,24.282051,123.333336,71.25641,18.615385,13.076923,9.717949,6.820513,8.307693,36.564102,50.615383,35.358974,21.564102,50.025642,52.333332,25.487179,36.589745,50.28205,16.948717,5.282051,8.615385,24.076923,18.307692,22.051283,79.871796,96.46154,17.435898,13.846154,11.153846,14.179487,23.128204,25.153847,19.666666,17.282051,68.28205,64.69231,29.435898,12.051282,10.794871,14.615385,13.256411,22.717949,68.51282,78.64103,45.410255,12.230769,4.5384617,5.820513,15.538462,32.846153,16.923077,27.512821,57.53846,49.794872,14.692307,8.897436,17.205128,27.717949
15.333333,26.27451,34.666668,12.90196,6.019608,20.0,34.882355,29.62745,23.352942,20.843138,30.392157,15.686275,14.882353,21.705883,40.333332,34.941177,27.450981,16.17647,11.6470585,5.0392156,9.54902,18.82353,49.666668,40.39216,8.54902,3.9803922,5.1960783,15.019608,27.019608,27.607843,22.294117,15.196078,12.45098,82.15686,111.90196,21.039215,3.4705882,3.3921568,4.980392,2.509804,30.490196,97.60784,130.31372,34.92157,7.098039,5.0784316,5.7647057,5.117647,117.039215,109.745094,53.2549,12.490196,12.058824,8.0,14.196078,18.90196,14.294118,12.09804,9.411765,34.019608,56.764706,29.37255,14.411765,5.392157,37.82353,30.647058,36.45098,15.6470585,10.568627,6.3137255,4.980392,8.843137,121.666664,41.568626,45.39216,22.058823,18.0,3.6078432,1.4901961,17.490196,137.62746,41.686275,9.0,13.294118,20.764706,2.6470587,0.92156863,37.137257,24.058823,6.8431373,7.45098,43.47059,65.21568,9.372549,3.627451,7.392157,30.666666,5.45098,7.352941,13.313725,15.039216,19.80392,12.725491,15.235294,115.4902,13.823529,8.941176,12.0,16.549019,6.8039217,6.745098,38.960785,133.50981,23.647058,6.529412,12.921569,18.764706,1.9607843,2.0392158,44.411766,15.823529,6.1960783,8.274509,32.509804,46.764706,7.1960783,7.509804,8.509804
27.063492,94.44444,55.412697,7.3968253,2.4444444,2.4603174,2.2698412,6.0,91.85714,112.90476,39.0,4.888889,1.8253968,1.4444444,2.6507936,12.047619,71.46032,46.50794,12.365079,5.984127,4.9206347,7.0634923,7.9365077,29.142857,11.825397,8.984127,13.873015,18.11111,17.460318,18.555555,12.206349,15.761905,44.84127,40.49206,25.428572,10.1587305,7.047619,6.2063494,9.222222,14.031746,134.38095,91.888885,19.619047,2.6825397,0.85714287,0.6984127,1.5238096,37.650795,101.492065,58.761906,98.01588,44.174603,4.285714,1.2539682,0.9047619,15.380953,6.952381,40.666668,103.111115,48.539684,10.190476,4.5873017,2.5238094,2.7936509,35.666668,14.5079365,6.0793653,3.5396826,6.6507936,14.095238,18.555555,27.412699,104.79365,102.01588,66.90476,9.523809,4.126984,4.857143,4.2539682,18.88889,15.1587305,57.22222,131.30159,77.17461,4.7460318,1.3650794,2.1746032,2.3015873,10.4920635,53.84127,109.55556,46.79365,3.5714285,1.7460318,4.174603,2.9047618,14.809524,11.873015,9.111111,6.5873017,8.5079365,12.777778,13.079365,12.873015,14.412699,26.63492,28.15873,12.285714,16.206348,10.428572,9.984127,11.873015,11.142858,23.47619,45.095238,21.936508,9.190476,10.0,10.285714,10.206349,9.0,22.428572,39.984127,16.84127,4.873016,4.5555553,11.095238,8.587301
8.591837,6.857143,12.469388,76.061226,74.34694,16.67347,4.408163,9.0,23.32653,14.142858,18.795918,90.734695,73.79592,12.081633,9.020409,28.204082,65.20408,24.408163,9.469388,15.061225,11.836735,7.408163,17.67347,63.714287,31.489796,20.714285,12.67347,7.244898,10.142858,12.571428,13.081633,29.020409,12.204082,13.959184,31.265306,122.5102,81.89796,7.7959185,2.1836734,3.9183674,107.46939,20.265306,13.734694,59.489796,34.591835,9.081633,26.469387,94.67347,48.714287,10.367347,5.408163,11.081633,21.591837,32.877552,51.02041,85.55102,28.591837,18.428572,10.408163,9.67347,15.346939,18.571428,18.12245,25.44898,28.938776,11.897959,41.714287,112.85714,47.408165,10.387755,10.122449,18.734694,126.918365,50.959183,14.32653,19.55102,7.3265305,2.3061225,7.408163,64.67347,55.489796,25.959183,25.12245,34.836735,28.0,16.020409,16.979591,22.979591,22.265306,20.428572,15.551021,10.938775,14.469388,12.714286,22.34694,24.32653,33.510204,4.1836734,7.571429,25.12245,18.020409,13.0,34.55102,69.85714,86.081635,12.122449,5.6734695,5.979592,8.142858,5.428571,22.061224,101.95918,35.0,15.959184,10.836735,14.387755,20.387754,17.204082,20.061224,30.367348,21.183674,14.183674,11.510204,14.408163,11.489796,9.32653,19.734694,21.306122
36.85,57.175,31.675,11.875,14.325,11.55,12.875,20.775,31.85,43.3,24.975,21.625,38.6,25.35,18.1,21.775,38.525,59.9,21.775,19.825,32.7,29.2,13.025,10.725,47.025,53.95,18.6,10.475,17.7,16.475,11.0,13.8,44.075,49.65,26.525,18.5,19.0,28.825,28.125,16.425,111.025,52.725,17.625,8.575,16.2,32.575,31.55,52.125,42.0,24.35,8.875,15.975,74.05,96.025,33.875,22.275,78.675,60.6,16.825,7.175,18.7,16.3,8.55,27.025,24.725,8.425,6.675,10.525,26.1,70.975,73.05,37.075,115.025,41.65,19.225,26.075,20.75,22.0,24.775,54.35,27.4,30.35,36.075,81.175,96.75,34.5,4.425,7.35,56.425,68.7,44.325,23.475,26.5,9.85,4.35,21.7,11.15,18.25,29.95,28.3,22.475,28.9,29.0,19.2,18.65,25.5,40.925,49.25,38.75,17.225,13.95,22.775,10.825,28.475,40.0,76.625,75.5,17.9,3.1,3.3,36.75,52.05,44.175,25.275,28.5,8.7,4.575,12.5
15.45098,11.176471,13.0,29.862745,32.80392,37.882355,37.901962,33.686275,13.588235,24.19608,24.705883,27.862745,29.784313,51.72549,57.843136,24.509804,6.1372547,13.411765,15.274509,16.980392,39.901962,78.45098,51.960785,15.117647,14.941176,15.058824,16.705883,18.607843,19.686274,40.980392,36.0,25.0,10.117647,16.117647,40.333332,99.35294,70.39216,20.666666,8.490196,17.392157,20.215687,60.82353,97.05882,87.37255,32.64706,10.156863,5.980392,5.5686274,91.15686,78.78432,51.19608,22.647058,28.509804,46.64706,38.54902,30.686274,21.27451,12.196078,10.45098,17.333334,42.54902,81.56863,54.372547,20.921568,6.5686274,10.745098,38.764706,93.60784,62.588234,14.254902,5.1960783,6.529412,43.784313,17.470589,23.647058,54.60784,44.705883,27.80392,24.411764,30.37255,116.23529,82.803925,50.901962,20.09804,9.882353,14.490196,17.17647,44.60784,14.90196,29.450981,72.13725,51.215687,40.901962,39.92157,19.960785,9.941176,13.803922,14.823529,23.078432,33.764706,26.588236,19.941177,18.764706,14.941176,25.90196,18.764706,14.431373,13.882353,19.784313,23.431372,29.470589,35.862743,21.62745,40.058823,45.0,23.607843,20.411764,18.647058,14.745098,20.156862,11.490196,30.392157,55.80392,29.333334,10.254902,6.490196,7.2156863,13.137255
7.142857,37.392857,77.10714,29.321428,8.25,13.321428,31.25,6.214286,13.857142,88.32143,104.64286,24.892857,12.214286,12.642858,17.75,5.678571,18.464285,65.0,59.535713,33.142857,52.107143,36.57143,13.821428,6.75,11.75,13.642858,30.25,17.071428,37.107143,41.0,35.107143,19.857143,9.607142,8.714286,12.821428,11.571428,23.285715,52.32143,90.32143,29.142857,26.285715,39.107143,33.392857,23.892857,100.57143,82.46429,40.57143,8.0,116.39286,71.25,27.5,9.178572,16.892857,20.214285,27.321428,37.75,26.571428,14.428572,16.142857,13.642858,22.25,45.25,69.21429,42.535713,18.714285,24.428572,19.571428,18.392857,31.464285,27.714285,27.857143,14.678572,19.25,5.964286,6.821429,15.964286,105.39286,91.78571,42.535713,19.178572,115.03571,34.75,20.678572,10.178572,16.25,27.5,38.75,60.25,29.25,30.428572,60.035713,25.642857,16.5,16.321428,16.071428,16.392857,18.964285,27.857143,21.821428,10.892858,11.75,15.964286,17.892857,9.571428,12.535714,17.25,16.142857,10.714286,42.5,57.357143,33.142857,18.107143,23.678572,18.142857,19.035715,15.892858,29.321428,40.07143,31.035715,36.892857,13.25,19.535715,27.5,17.964285,13.928572,19.821428,22.642857,12.964286
